"HPO","Ancestors","definition"
"HP:0000187","HP:0000187;HP:0006477;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Broad alveolar ridges"
"HP:0000188","HP:0000188;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Short upper lip"
"HP:0000189","HP:0000189;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Narrow palate"
"HP:0000190","HP:0000190;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of oral frenula"
"HP:0000191","HP:0000191;HP:0000190;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Accessory oral frenulum"
"HP:0000193","HP:0000193;HP:0000172;HP:0100736;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Bifid uvula"
"HP:0000194","HP:0000194;HP:0011338;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Open mouth"
"HP:0000196","HP:0000196;HP:0000178;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0100269;HP:0100267;HP:0100276;HP:0011355;HP:0011121;HP:0000951;HP:0001574","Lower lip pit"
"HP:0000197","HP:0000197;HP:0010286;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of parotid gland"
"HP:0000198","HP:0000198;HP:0000197;HP:0010286;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Absence of Stensen duct"
"HP:0000199","HP:0000199;HP:0030809;HP:0000157;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Tongue nodules"
"HP:0000200","HP:0000200;HP:0000190;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Short lingual frenulum"
"HP:0000201","HP:0000201;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Pierre-Robin sequence"
"HP:0000202","HP:0000202;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Oral cleft"
"HP:0000204","HP:0000204;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0410030;HP:0000202","Cleft upper lip"
"HP:0000205","HP:0000205;HP:0011338;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Pursed lips"
"HP:0000206","HP:0000206;HP:0030809;HP:0000157;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Glossitis"
"HP:0000207","HP:0000207;HP:0011338;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Triangular mouth"
"HP:0000211","HP:0000211;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Trismus"
"HP:0000212","HP:0000212;HP:0000168;HP:0011830;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Gingival overgrowth"
"HP:0000214","HP:0000214;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0000228;HP:0011830;HP:0000163;HP:0100579;HP:0001009;HP:0011276;HP:0002597;HP:0001626;HP:0011354;HP:0011121;HP:0000951;HP:0001574","Lip telangiectasia"
"HP:0000215","HP:0000215;HP:0011339;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0012471","Thick upper lip vermilion"
"HP:0000216","HP:0000216;HP:0000187;HP:0006477;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Broad secondary alveolar ridge"
"HP:0000217","HP:0000217;HP:0100755;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Xerostomia"
"HP:0000218","HP:0000218;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","High palate"
"HP:0000219","HP:0000219;HP:0000233;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0011339;HP:0000177","Thin upper lip vermilion"
"HP:0000220","HP:0000220;HP:0100736;HP:0000174;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Velopharyngeal insufficiency"
"HP:0000221","HP:0000221;HP:0030809;HP:0000157;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Furrowed tongue"
"HP:0000222","HP:0000222;HP:0000168;HP:0011830;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0000962;HP:0011368;HP:0001072;HP:0011121;HP:0000951;HP:0001574","Gingival hyperkeratosis"
"HP:0000223","HP:0000223;HP:0012638;HP:0000707;HP:0000118;HP:0000001;HP:0030810;HP:0000157;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152","Abnormality of taste sensation"
"HP:0000224","HP:0000224;HP:0000223;HP:0012638;HP:0000707;HP:0000118;HP:0000001;HP:0030810;HP:0000157;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152","Decreased taste sensation"
"HP:0000225","HP:0000225;HP:0000168;HP:0011830;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0001892;HP:0001871","Gingival bleeding"
"HP:0000227","HP:0000227;HP:0000228;HP:0011830;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0100579;HP:0001009;HP:0011276;HP:0002597;HP:0001626;HP:0011354;HP:0011121;HP:0000951;HP:0001574;HP:0030809;HP:0000157","Tongue telangiectasia"
"HP:0000228","HP:0000228;HP:0011830;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0100579;HP:0001009;HP:0011276;HP:0002597;HP:0001626;HP:0011354;HP:0011121;HP:0000951;HP:0001574","Oral cavity telangiectasia"
"HP:0000230","HP:0000230;HP:0000168;HP:0011830;HP:0000163;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Gingivitis"
"HP:0000232","HP:0000232;HP:0000178;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0012472","Everted lower lip vermilion"
"HP:0000233","HP:0000233;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Thin vermilion border"
"HP:0000234","HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the head"
"HP:0000235","HP:0000235;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the fontanelles or cranial sutures"
"HP:0000236","HP:0000236;HP:0011328;HP:0000235;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the anterior fontanelle"
"HP:0000237","HP:0000237;HP:0000236;HP:0011328;HP:0000235;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Small anterior fontanelle"
"HP:0000238","HP:0000238;HP:0002118;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0002921","Hydrocephalus"
"HP:0000239","HP:0000239;HP:0011328;HP:0000235;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Large fontanelles"
"HP:0000240","HP:0000240;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of skull size"
"HP:0000242","HP:0000242;HP:0002696;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Parietal bossing"
"HP:0000243","HP:0000243;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Trigonocephaly"
"HP:0000244","HP:0000244;HP:0000248;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0000262","Brachyturricephaly"
"HP:0000245","HP:0000245;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the paranasal sinuses"
"HP:0000246","HP:0000246;HP:0000245;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0012649;HP:0012647;HP:0010978;HP:0002715","Sinusitis"
"HP:0000248","HP:0000248;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Brachycephaly"
"HP:0000250","HP:0000250;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0004330;HP:0002703;HP:0011001;HP:0004348;HP:0011849;HP:0003330","Dense calvaria"
"HP:0000252","HP:0000252;HP:0007364;HP:0002060;HP:0100547;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0002977;HP:0040195;HP:0000240;HP:0000929;HP:0000234;HP:0000152;HP:0009121;HP:0011842;HP:0000924","Microcephaly"
"HP:0000253","HP:0000253;HP:0000252;HP:0007364;HP:0002060;HP:0100547;HP:0012443;HP:0002011;HP:0012639;HP:0000707;HP:0000118;HP:0000001;HP:0002977;HP:0040195;HP:0000240;HP:0000929;HP:0000234;HP:0000152;HP:0009121;HP:0011842;HP:0000924","Progressive microcephaly"
"HP:0000255","HP:0000255;HP:0000246;HP:0000245;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0012649;HP:0012647;HP:0010978;HP:0002715","Acute sinusitis"
"HP:0000256","HP:0000256;HP:0040194;HP:0000240;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Macrocephaly"
"HP:0000260","HP:0000260;HP:0000236;HP:0011328;HP:0000235;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0000239","Wide anterior fontanel"
"HP:0000262","HP:0000262;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Turricephaly"
"HP:0000263","HP:0000263;HP:0000262;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Oxycephaly"
"HP:0000264","HP:0000264;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the mastoid"
"HP:0000265","HP:0000265;HP:0000264;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Mastoiditis"
"HP:0000267","HP:0000267;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Cranial asymmetry"
"HP:0000268","HP:0000268;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Dolichocephaly"
"HP:0000269","HP:0000269;HP:0011217;HP:0002648;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Prominent occiput"
"HP:0000270","HP:0000270;HP:0011329;HP:0000235;HP:0002683;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Delayed cranial suture closure"
"HP:0000271","HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the face"
"HP:0000272","HP:0000272;HP:0012369;HP:0000309;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0010668;HP:0011821;HP:0000929;HP:0009121;HP:0011842;HP:0000924","Malar flattening"
"HP:0000273","HP:0000273;HP:0005324;HP:0005346;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Facial grimacing"
"HP:0000274","HP:0000274;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Small face"
"HP:0000275","HP:0000275;HP:0000274;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Narrow face"
"HP:0000276","HP:0000276;HP:0100729;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Long face"
"HP:0000277","HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the mandible"
"HP:0000278","HP:0000278;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Retrognathia"
"HP:0000280","HP:0000280;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Coarse facial features"
"HP:0000282","HP:0000282;HP:0000969;HP:0011032;HP:0001939;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152","Facial edema"
"HP:0000283","HP:0000283;HP:0100729;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Broad face"
"HP:0000284","HP:0000284;na","obsolete Abnormality of the ocular region"
"HP:0000286","HP:0000286;HP:0000492;HP:0030669;HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Epicanthus"
"HP:0000287","HP:0000287;HP:0000291;HP:0009124;HP:0003549;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152","Increased facial adipose tissue"
"HP:0000288","HP:0000288;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the philtrum"
"HP:0000289","HP:0000289;HP:0000288;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Broad philtrum"
"HP:0000290","HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the forehead"
"HP:0000291","HP:0000291;HP:0009124;HP:0003549;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152","Abnormality of facial adipose tissue"
"HP:0000292","HP:0000292;HP:0000291;HP:0009124;HP:0003549;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152;HP:0008887;HP:0040063","Loss of facial adipose tissue"
"HP:0000293","HP:0000293;HP:0004426;HP:0000309;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Full cheeks"
"HP:0000294","HP:0000294;HP:0000599;HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009553;HP:0011361;HP:0010720;HP:0001595;HP:0011138;HP:0001574;HP:0100037;HP:0001965","Low anterior hairline"
"HP:0000295","HP:0000295;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Doll-like facies"
"HP:0000297","HP:0000297;HP:0000301;HP:0003011;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152;HP:0001252;HP:0003808;HP:0011804","Facial hypotonia"
"HP:0000298","HP:0000298;HP:0004673;HP:0005346;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Mask-like facies"
"HP:0000300","HP:0000300;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Oval face"
"HP:0000301","HP:0000301;HP:0003011;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152","Abnormality of facial musculature"
"HP:0000303","HP:0000303;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0000306;HP:0000271","Mandibular prognathia"
"HP:0000306","HP:0000306;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the chin"
"HP:0000307","HP:0000307;HP:0000306;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Pointed chin"
"HP:0000308","HP:0000308;HP:0000278;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0000347;HP:0009118;HP:0009116;HP:0009122;HP:0009115","Microretrognathia"
"HP:0000309","HP:0000309;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the midface"
"HP:0000311","HP:0000311;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Round face"
"HP:0000315","HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the orbital region"
"HP:0000316","HP:0000316;HP:0100886;HP:0000315;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0012374;HP:0012372;HP:0000478","Hypertelorism"
"HP:0000317","HP:0000317;HP:0000301;HP:0003011;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152;HP:0002411;HP:0100022;HP:0012638;HP:0000707","Facial myokymia"
"HP:0000319","HP:0000319;HP:0000288;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Smooth philtrum"
"HP:0000320","HP:0000320;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Bird-like facies"
"HP:0000321","HP:0000321;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Square face"
"HP:0000322","HP:0000322;HP:0000288;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Short philtrum"
"HP:0000324","HP:0000324;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Facial asymmetry"
"HP:0000325","HP:0000325;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Triangular face"
"HP:0000326","HP:0000326;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Abnormality of the maxilla"
"HP:0000327","HP:0000327;HP:0000326;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924","Hypoplasia of the maxilla"
"HP:0000329","HP:0000329;HP:0001028;HP:0100742;HP:0002597;HP:0001626;HP:0000118;HP:0000001;HP:0011793;HP:0002664;HP:0011799;HP:0000271;HP:0000234;HP:0000152","Facial hemangioma"
"HP:0000331","HP:0000331;HP:0000306;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Short chin"
"HP:0000336","HP:0000336;HP:0100538;HP:0000606;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Prominent supraorbital ridges"
"HP:0000337","HP:0000337;HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Broad forehead"
"HP:0000338","HP:0000338;HP:0000301;HP:0003011;HP:0000118;HP:0000001;HP:0011799;HP:0000271;HP:0000234;HP:0000152;HP:0004673;HP:0005346","Hypomimic face"
"HP:0000339","HP:0000339;HP:0000280;HP:0001999;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Pugilistic facies"
"HP:0000340","HP:0000340;HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Sloping forehead"
"HP:0000341","HP:0000341;HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Narrow forehead"
"HP:0000343","HP:0000343;HP:0000288;HP:0000177;HP:0000159;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Long philtrum"
"HP:0000346","HP:0000346;HP:0000205;HP:0011338;HP:0000153;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Whistling appearance"
"HP:0000347","HP:0000347;HP:0009118;HP:0000277;HP:0030791;HP:0011821;HP:0000929;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009121;HP:0011842;HP:0000924;HP:0009116;HP:0009122;HP:0009115","Micrognathia"
"HP:0000348","HP:0000348;HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","High forehead"
"HP:0000349","HP:0000349;HP:0009890;HP:0000599;HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0009553;HP:0011361;HP:0010720;HP:0001595;HP:0011138;HP:0001574;HP:0100037;HP:0001965","Widow's peak"
"HP:0000350","HP:0000350;HP:0000290;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Small forehead"
"HP:0000356","HP:0000356;HP:0000598;HP:0000118;HP:0000001","Abnormality of the outer ear"
"HP:0000357","HP:0000357;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Abnormal location of ears"
"HP:0000358","HP:0000358;HP:0000357;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Posteriorly rotated ears"
"HP:0000359","HP:0000359;HP:0000598;HP:0000118;HP:0000001","Abnormality of the inner ear"
"HP:0000360","HP:0000360;HP:0000364;HP:0000598;HP:0000118;HP:0000001","Tinnitus"
"HP:0000361","HP:0000361;na","obsolete Pulsatile tinnitus (tympanic paraganglioma)"
"HP:0000362","HP:0000362;HP:0008628;HP:0004452;HP:0008609;HP:0000370;HP:0000598;HP:0000118;HP:0000001","Otosclerosis"
"HP:0000363","HP:0000363;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Abnormality of earlobe"
"HP:0000364","HP:0000364;HP:0000598;HP:0000118;HP:0000001","Hearing abnormality"
"HP:0000365","HP:0000365;HP:0000364;HP:0000598;HP:0000118;HP:0000001","Hearing impairment"
"HP:0000366","HP:0000366;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of the nose"
"HP:0000368","HP:0000368;HP:0000358;HP:0000357;HP:0000356;HP:0000598;HP:0000118;HP:0000001;HP:0000369","Low-set, posteriorly rotated ears"
"HP:0000369","HP:0000369;HP:0000357;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Low-set ears"
"HP:0000370","HP:0000370;HP:0000598;HP:0000118;HP:0000001","Abnormality of the middle ear"
"HP:0000371","HP:0000371;HP:0000388;HP:0000370;HP:0000598;HP:0000118;HP:0000001;HP:0012649;HP:0012647;HP:0010978;HP:0002715","Acute otitis media"
"HP:0000372","HP:0000372;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Abnormality of the auditory canal"
"HP:0000375","HP:0000375;HP:0011390;HP:0000359;HP:0000598;HP:0000118;HP:0000001","Abnormality of cochlea"
"HP:0000376","HP:0000376;HP:0011373;HP:0008554;HP:0000375;HP:0011390;HP:0000359;HP:0000598;HP:0000118;HP:0000001","Incomplete partition of the cochlea type II"
"HP:0000377","HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Abnormality of the pinna"
"HP:0000378","HP:0000378;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Cupped ear"
"HP:0000381","HP:0000381;HP:0008628;HP:0004452;HP:0008609;HP:0000370;HP:0000598;HP:0000118;HP:0000001","Stapes ankylosis"
"HP:0000383","HP:0000383;HP:0004426;HP:0000309;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001","Abnormality of periauricular region"
"HP:0000384","HP:0000384;HP:0000383;HP:0004426;HP:0000309;HP:0000271;HP:0000234;HP:0000152;HP:0000118;HP:0000001;HP:0010609;HP:0011355;HP:0011121;HP:0000951;HP:0001574","Preauricular skin tag"
"HP:0000385","HP:0000385;HP:0009906;HP:0000363;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Small earlobe"
"HP:0000387","HP:0000387;HP:0009906;HP:0000363;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Absent earlobe"
"HP:0000388","HP:0000388;HP:0000370;HP:0000598;HP:0000118;HP:0000001;HP:0012649;HP:0012647;HP:0010978;HP:0002715","Otitis media"
"HP:0000389","HP:0000389;HP:0000388;HP:0000370;HP:0000598;HP:0000118;HP:0000001;HP:0012649;HP:0012647;HP:0010978;HP:0002715","Chronic otitis media"
"HP:0000391","HP:0000391;HP:0011039;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Thickened helices"
"HP:0000394","HP:0000394;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Lop ear"
"HP:0000395","HP:0000395;HP:0009738;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Prominent antihelix"
"HP:0000396","HP:0000396;HP:0008544;HP:0011039;HP:0000377;HP:0000356;HP:0000598;HP:0000118;HP:0000001","Overfolded helix"
"HP:0000399","HP:0000399;HP:0011474;HP:0000407;HP:0000365;HP:0000364;HP:0000598;HP:0000118;HP:0000001;HP:0011389;HP:0000359","Prelingual sensorineural hearing impairment"
