"term","is.a","def"
"HP:0000563","HP:0100692","Keratoconus"
"HP:0000564","HP:0011481","Lacrimal duct atresia"
"HP:0000565","HP:0020045","Esotropia"
"HP:0000565","HP:0032012","Esotropia"
"HP:0000567","HP:0000532","Chorioretinal coloboma"
"HP:0000567","HP:0000589","Chorioretinal coloboma"
"HP:0000568","HP:0008056","Microphthalmia"
"HP:0000568","HP:0100887","Microphthalmia"
"HP:0000570","HP:0000496","Abnormal saccadic eye movements"
"HP:0000571","HP:0000570","Hypometric saccades"
"HP:0000572","HP:0000505","Visual loss"
"HP:0000573","HP:0000479","Retinal hemorrhage"
"HP:0000573","HP:0011885","Retinal hemorrhage"
"HP:0000573","HP:0031803","Retinal hemorrhage"
"HP:0000574","HP:0000534","Thick eyebrow"
"HP:0000575","HP:0001123","Scotoma"
"HP:0000576","HP:0000575","Centrocecal scotoma"
"HP:0000577","HP:0020049","Exotropia"
"HP:0000577","HP:0032012","Exotropia"
"HP:0000579","HP:0011481","Nasolacrimal duct obstruction"
"HP:0000580","HP:0007703","Pigmentary retinopathy"
"HP:0000581","HP:0200007","Blepharophimosis"
"HP:0000582","HP:0200006","Upslanted palpebral fissure"
"HP:0000584","HP:0200020","Punctate corneal epithelial erosions"
"HP:0000585","HP:0011493","Band keratopathy"
"HP:0000586","HP:0000520","Shallow orbits"
"HP:0000586","HP:3000030","Shallow orbits"
"HP:0000587","HP:0001098","Abnormality of the optic nerve"
"HP:0000588","HP:0000587","Optic nerve coloboma"
"HP:0000588","HP:0000589","Optic nerve coloboma"
"HP:0000589","HP:0012372","Coloboma"
"HP:0000590","HP:0000544","Progressive external ophthalmoplegia"
"HP:0000591","HP:0012372","Abnormal sclera morphology"
"HP:0000592","HP:0000591","Blue sclerae"
"HP:0000593","HP:0004328","Abnormal anterior chamber morphology"
"HP:0000594","HP:0000593","Shallow anterior chamber"
"HP:0000597","HP:0000496","Ophthalmoparesis"
"HP:0000598","HP:0000118","Abnormality of the ear"
"HP:0000599","HP:0000290","Abnormality of the frontal hairline"
"HP:0000599","HP:0009553","Abnormality of the frontal hairline"
"HP:0000600","HP:0000234","Abnormality of the pharynx"
"HP:0000601","HP:0100886","Hypotelorism"
"HP:0000602","HP:0000597","Ophthalmoplegia"
"HP:0000603","HP:0000575","Central scotoma"
"HP:0000605","HP:0000549","Supranuclear gaze palsy"
"HP:0000606","HP:0000271","Abnormality of the periorbital region"
"HP:0000607","HP:0000606","Periorbital wrinkles"
"HP:0000607","HP:0100678","Periorbital wrinkles"
"HP:0000608","HP:0000546","Macular degeneration"
"HP:0000608","HP:0001103","Macular degeneration"
"HP:0000609","HP:0002977","Optic nerve hypoplasia"
"HP:0000609","HP:0008058","Optic nerve hypoplasia"
"HP:0000610","HP:0000553","Abnormal choroid morphology"
"HP:0000610","HP:0001098","Abnormal choroid morphology"
"HP:0000612","HP:0000525","Iris coloboma"
"HP:0000612","HP:0000589","Iris coloboma"
"HP:0000613","HP:0000504","Photophobia"
"HP:0000613","HP:0000708","Photophobia"
"HP:0000614","HP:0030669","Abnormal nasolacrimal system morphology"
"HP:0000615","HP:0000525","Abnormal pupil morphology"
"HP:0000616","HP:0007686","Miosis"
"HP:0000617","HP:0000496","Abnormality of ocular smooth pursuit"
"HP:0000618","HP:0007663","Blindness"
"HP:0000619","HP:0000549","Impaired convergence"
"HP:0000620","HP:0000614","Dacryocystitis"
"HP:0000621","HP:0000492","Entropion"
"HP:0000622","HP:0000504","Blurred vision"
"HP:0000623","HP:0000602","Supranuclear ophthalmoplegia"
"HP:0000625","HP:0011226","Eyelid coloboma"
"HP:0000627","HP:0008048","Posterior embryotoxon"
"HP:0000629","HP:0000606","Periorbital fullness"
"HP:0000630","HP:0008046","Abnormal retinal artery morphology"
"HP:0000630","HP:0011004","Abnormal retinal artery morphology"
"HP:0000630","HP:3000036","Abnormal retinal artery morphology"
"HP:0000631","HP:0000630","Retinal arterial tortuosity"
"HP:0000631","HP:0005116","Retinal arterial tortuosity"
"HP:0000631","HP:0012841","Retinal arterial tortuosity"
"HP:0000632","HP:0012373","Lacrimation abnormality"
"HP:0000633","HP:0000632","Decreased lacrimation"
"HP:0000634","HP:0011347","Impaired ocular abduction"
"HP:0000635","HP:0008034","Blue irides"
"HP:0000636","HP:0000625","Upper eyelid coloboma"
"HP:0000637","HP:0200007","Long palpebral fissure"
"HP:0000639","HP:0012547","Nystagmus"
"HP:0000640","HP:0000639","Gaze-evoked nystagmus"
"HP:0000641","HP:0000570","Dysmetric saccades"
"HP:0000642","HP:0007641","Red-green dyschromatopsia"
"HP:0000643","HP:0012179","Blepharospasm"
"HP:0000643","HP:0031879","Blepharospasm"
"HP:0000646","HP:0007663","Amblyopia"
"HP:0000647","HP:0007957","Sclerocornea"
"HP:0000648","HP:0012795","Optic atrophy"
"HP:0000649","HP:0030453","Abnormality of visual evoked potentials"
"HP:0000650","HP:0100289","Abnormal amplitude of pattern reversal visual evoked potentials"
"HP:0000651","HP:0011514","Diplopia"
"HP:0000652","HP:0000625","Lower eyelid coloboma"
"HP:0000653","HP:0008070","Sparse eyelashes"
"HP:0000653","HP:0200102","Sparse eyelashes"
"HP:0000654","HP:0008323","Decreased light- and dark-adapted electroretinogram amplitude"
"HP:0000656","HP:0000492","Ectropion"
"HP:0000657","HP:0000496","Oculomotor apraxia"
"HP:0000657","HP:0002186","Oculomotor apraxia"
"HP:0000658","HP:0002186","Eyelid apraxia"
"HP:0000658","HP:0031879","Eyelid apraxia"
"HP:0000659","HP:0007700","Peters anomaly"
"HP:0000660","HP:0008046","Lipemia retinalis"
"HP:0000661","HP:0000581","Palpebral fissure narrowing on adduction"
"HP:0000662","HP:0000504","Nyctalopia"
"HP:0000664","HP:0000534","Synophrys"
"HP:0000664","HP:0002219","Synophrys"
"HP:0000666","HP:0000639","Horizontal nystagmus"
"HP:0000667","HP:0012372","Phthisis bulbi"
"HP:0000668","HP:0009804","Hypodontia"
"HP:0000670","HP:0011061","Carious teeth"
"HP:0000674","HP:0009804","Anodontia"
"HP:0000675","HP:0011081","Macrodontia of permanent maxillary central incisor"
"HP:0000676","HP:0000164","Abnormality of the incisor"
"HP:0000677","HP:0009804","Oligodontia"
"HP:0000678","HP:0000692","Dental crowding"
"HP:0000679","HP:0006479","Taurodontia"
"HP:0000679","HP:0006486","Taurodontia"
"HP:0000679","HP:0011071","Taurodontia"
"HP:0000680","HP:0000684","Delayed eruption of primary teeth"
"HP:0000680","HP:0006481","Delayed eruption of primary teeth"
"HP:0000682","HP:0011061","Abnormality of dental enamel"
"HP:0000682","HP:3000050","Abnormality of dental enamel"
"HP:0000683","HP:0000682","Grayish enamel"
"HP:0000683","HP:0011073","Grayish enamel"
"HP:0000684","HP:0006292","Delayed eruption of teeth"
"HP:0000685","HP:0011061","Hypoplasia of teeth"
"HP:0000687","HP:0000692","Widely spaced teeth"
"HP:0000689","HP:0000692","Dental malocclusion"
"HP:0000690","HP:0200153","Agenesis of maxillary lateral incisor"
"HP:0000690","HP:0200160","Agenesis of maxillary lateral incisor"
"HP:0000691","HP:0006482","Microdontia"
"HP:0000692","HP:0000164","Misalignment of teeth"
"HP:0000694","HP:0000703","Shell teeth"
"HP:0000695","HP:0006288","Natal tooth"
"HP:0000696","HP:0000684","Delayed eruption of permanent teeth"
"HP:0000698","HP:0006482","Conical tooth"
"HP:0000699","HP:0000692","Diastema"
"HP:0000700","HP:0000164","Periapical bone loss"
"HP:0000703","HP:0010299","Dentinogenesis imperfecta"
"HP:0000703","HP:3000050","Dentinogenesis imperfecta"
"HP:0000704","HP:0000164","Periodontitis"
"HP:0000704","HP:0000168","Periodontitis"
"HP:0000704","HP:0012649","Periodontitis"
"HP:0000705","HP:0000682","Amelogenesis imperfecta"
"HP:0000706","HP:0006292","Unerupted tooth"
"HP:0000707","HP:0000118","Abnormality of the nervous system"
"HP:0000708","HP:0012638","Behavioral abnormality"
"HP:0000709","HP:0000708","Psychosis"
"HP:0000710","HP:0000708","Hyperorality"
"HP:0000711","HP:0000708","Restlessness"
"HP:0000712","HP:0031466","Emotional lability"
"HP:0000713","HP:0000711","Agitation"
"HP:0000716","HP:0031466","Depressivity"
"HP:0000717","HP:0000729","Autism"
"HP:0000718","HP:0006919","Aggressive behavior"
"HP:0000719","HP:0031466","Inappropriate behavior"
"HP:0000720","HP:0100851","Mood swings"
"HP:0000721","HP:0000708","Lack of spontaneous play"
"HP:0000722","HP:0000708","Obsessive-compulsive behavior"
"HP:0000723","HP:0000729","Restrictive behavior"
"HP:0000725","HP:0000709","Psychotic episodes"
"HP:0000726","HP:0001268","Dementia"
"HP:0000727","HP:0000726","Frontal lobe dementia"
"HP:0000728","HP:0000735","Impaired ability to form peer relationships"
"HP:0000729","HP:0000708","Autistic behavior"
"HP:0000732","HP:0000708","Inflexible adherence to routines or rituals"
"HP:0000733","HP:0004305","Stereotypy"
"HP:0000734","HP:0031466","Disinhibition"
"HP:0000735","HP:0000729","Impaired social interactions"
"HP:0000735","HP:0012433","Impaired social interactions"
"HP:0000736","HP:0000708","Short attention span"
"HP:0000737","HP:0100851","Irritability"
"HP:0000738","HP:0000708","Hallucinations"
"HP:0000739","HP:0100852","Anxiety"
"HP:0000740","HP:0000739","Episodic paroxysmal anxiety"
"HP:0000741","HP:0000745","Apathy"
"HP:0000742","HP:0100716","Self-mutilation"
"HP:0000743","HP:0100022","Frontal release signs"
"HP:0000744","HP:0000708","Low frustration tolerance"
"HP:0000745","HP:0100851","Diminished motivation"
"HP:0000746","HP:0000708","Delusions"
"HP:0000748","HP:0000719","Inappropriate laughter"
"HP:0000749","HP:0000748","Paroxysmal bursts of laughter"
"HP:0000750","HP:0012758","Delayed speech and language development"
"HP:0000751","HP:0000708","Personality changes"
"HP:0000752","HP:0100022","Hyperactivity"
"HP:0000753","HP:0000729","Autism with high cognitive abilities"
"HP:0000756","HP:0100852","Agoraphobia"
"HP:0000757","HP:0000708","Lack of insight"
"HP:0000758","HP:0000735","Impaired use of nonverbal behaviors"
"HP:0000759","HP:0012639","Abnormal peripheral nervous system morphology"
"HP:0000762","HP:0040129","Decreased nerve conduction velocity"
"HP:0000763","HP:0009830","Sensory neuropathy"
"HP:0000764","HP:0000759","Peripheral axonal degeneration"
"HP:0000765","HP:0009121","Abnormality of the thorax"
"HP:0000766","HP:0000765","Abnormality of the sternum"
"HP:0000767","HP:0000766","Pectus excavatum"
"HP:0000768","HP:0000766","Pectus carinatum"
"HP:0000769","HP:0000118","Abnormality of the breast"
"HP:0000771","HP:0031093","Gynecomastia"
"HP:0000772","HP:0001547","Abnormality of the ribs"
"HP:0000773","HP:0006712","Short ribs"
"HP:0000774","HP:0005257","Narrow chest"
"HP:0000775","HP:0011805","Abnormality of the diaphragm"
"HP:0000776","HP:0000775","Congenital diaphragmatic hernia"
"HP:0000776","HP:0100790","Congenital diaphragmatic hernia"
"HP:0000777","HP:0000818","Abnormality of the thymus"
"HP:0000777","HP:0100763","Abnormality of the thymus"
"HP:0000778","HP:0010515","Hypoplasia of the thymus"
"HP:0000782","HP:0000765","Abnormality of the scapula"
"HP:0000786","HP:0000141","Primary amenorrhea"
"HP:0000787","HP:0012210","Nephrolithiasis"
"HP:0000789","HP:0000144","Infertility"
"HP:0000790","HP:0012211","Hematuria"
"HP:0000790","HP:0012614","Hematuria"
"HP:0000791","HP:0000787","Uric acid nephrolithiasis"
"HP:0000793","HP:0000099","Membranoproliferative glomerulonephritis"
"HP:0000794","HP:0030949","IgA deposition in the glomerulus"
"HP:0000795","HP:0000032","Abnormality of the urethra"
"HP:0000795","HP:0010936","Abnormality of the urethra"
"HP:0000796","HP:0000795","Urethral obstruction"
"HP:0000798","HP:0008669","Oligospermia"
"HP:0000799","HP:0012210","Renal steatosis"
"HP:0000800","HP:0000107","Cystic renal dysplasia"
"HP:0000802","HP:0012874","Impotence"
"HP:0000802","HP:0100639","Impotence"
"HP:0000803","HP:0000107","Renal cortical cysts"
"HP:0000803","HP:0011035","Renal cortical cysts"
"HP:0000804","HP:0000787","Xanthine nephrolithiasis"
"HP:0000805","HP:0000009","Enuresis"
"HP:0000807","HP:0000047","Glandular hypospadias"
"HP:0000808","HP:0000047","Penoscrotal hypospadias"
"HP:0000809","HP:0000079","Urinary tract atresia"
"HP:0000811","HP:0012243","Abnormal external genitalia"
"HP:0000812","HP:0012243","Abnormal internal genitalia"
"HP:0000813","HP:0031105","Bicornuate uterus"
"HP:0000815","HP:0000135","Hypergonadotropic hypogonadism"
"HP:0000816","HP:0012379","Abnormality of Krebs cycle metabolism"
"HP:0000817","HP:0000735","Poor eye contact"
"HP:0000818","HP:0000118","Abnormality of the endocrine system"
"HP:0000819","HP:0000818","Diabetes mellitus"
"HP:0000819","HP:0001952","Diabetes mellitus"
"HP:0000820","HP:0000818","Abnormality of the thyroid gland"
"HP:0000821","HP:0002926","Hypothyroidism"
"HP:0000822","HP:0032263","Hypertension"
"HP:0000823","HP:0001510","Delayed puberty"
"HP:0000823","HP:0008373","Delayed puberty"
"HP:0000824","HP:0000830","Growth hormone deficiency"
"HP:0000824","HP:0032367","Growth hormone deficiency"
"HP:0000825","HP:0000842","Hyperinsulinemic hypoglycemia"
"HP:0000826","HP:0100000","Precocious puberty"
"HP:0000828","HP:0000818","Abnormality of the parathyroid gland"
"HP:0000829","HP:0011767","Hypoparathyroidism"
"HP:0000830","HP:0040075","Anterior hypopituitarism"
"HP:0000831","HP:0000819","Insulin-resistant diabetes mellitus"
"HP:0000831","HP:0000855","Insulin-resistant diabetes mellitus"
"HP:0000832","HP:0000821","Primary hypothyroidism"
"HP:0000834","HP:0000818","Abnormality of the adrenal glands"
"HP:0000835","HP:0011732","Adrenal hypoplasia"
"HP:0000836","HP:0002926","Hyperthyroidism"
"HP:0000837","HP:0010514","Increased circulating gonadotropin level"
"HP:0000837","HP:0030338","Increased circulating gonadotropin level"
"HP:0000839","HP:0000824","Pituitary dwarfism"
"HP:0000839","HP:0004322","Pituitary dwarfism"
"HP:0000840","HP:0008373","Adrenogenital syndrome"
"HP:0000841","HP:0000847","Hyperactive renin-angiotensin system"
"HP:0000842","HP:0011014","Hyperinsulinemia"
"HP:0000842","HP:0040215","Hyperinsulinemia"
"HP:0000843","HP:0011767","Hyperparathyroidism"
"HP:0000845","HP:0010514","Growth hormone excess"
"HP:0000845","HP:0032367","Growth hormone excess"
"HP:0000846","HP:0011733","Adrenal insufficiency"
"HP:0000847","HP:0000818","Abnormality of renin-angiotensin system"
"HP:0000848","HP:0040084","Increased circulating renin level"
"HP:0000849","HP:0011732","Adrenocortical abnormality"
"HP:0000851","HP:0000821","Congenital hypothyroidism"
"HP:0000852","HP:0011767","Pseudohypoparathyroidism"
"HP:0000853","HP:0011772","Goiter"
"HP:0000854","HP:0100031","Thyroid adenoma"
"HP:0000855","HP:0011014","Insulin resistance"
"HP:0000857","HP:0000831","Neonatal insulin-dependent diabetes mellitus"
"HP:0000858","HP:0008373","Menstrual irregularities"
"HP:0000859","HP:0002717","Hyperaldosteronism"
"HP:0000860","HP:0011768","Parathyroid hypoplasia"
"HP:0000863","HP:0000873","Central diabetes insipidus"
"HP:0000863","HP:0011751","Central diabetes insipidus"
"HP:0000864","HP:0000818","Abnormality of the hypothalamus-pituitary axis"
"HP:0000866","HP:0009798","Euthyroid multinodular goiter"
"HP:0000867","HP:0000843","Secondary hyperparathyroidism"
"HP:0000868","HP:0000144","Decreased fertility in females"
"HP:0000869","HP:0000141","Secondary amenorrhea"
"HP:0000870","HP:0010514","Increased circulating prolactin concentration"
"HP:0000871","HP:0000830","Panhypopituitarism"
"HP:0000872","HP:0002960","Hashimoto thyroiditis"
"HP:0000872","HP:0100646","Hashimoto thyroiditis"
"HP:0000873","HP:0000818","Diabetes insipidus"
"HP:0000875","HP:0000822","Episodic hypertension"
"HP:0000876","HP:0000140","Oligomenorrhea"
"HP:0000877","HP:0000831","Insulin-resistant diabetes mellitus at puberty"
"HP:0000878","HP:0000921","11 pairs of ribs"
"HP:0000879","HP:0006714","Short sternum"
"HP:0000882","HP:0006713","Hypoplastic scapulae"
"HP:0000883","HP:0000772","Thin ribs"
"HP:0000884","HP:0000766","Prominent sternum"
"HP:0000885","HP:0000772","Broad ribs"
"HP:0000886","HP:0001547","Deformed rib cage"
"HP:0000887","HP:0000772","Cupped ribs"
"HP:0000888","HP:0000772","Horizontal ribs"
"HP:0000889","HP:0000765","Abnormality of the clavicle"
"HP:0000890","HP:0000889","Long clavicles"
"HP:0000891","HP:0005815","Cervical ribs"
"HP:0000892","HP:0000772","Bifid ribs"
"HP:0000893","HP:0000766","Bulging of the costochondral junction"
"HP:0000893","HP:0000919","Bulging of the costochondral junction"
"HP:0000894","HP:0006710","Short clavicles"
"HP:0000895","HP:0000889","Lateral clavicle hook"
"HP:0000896","HP:0000772","Rib exostoses"
"HP:0000896","HP:0100777","Rib exostoses"
"HP:0000897","HP:0000766","Rachitic rosary"
"HP:0000897","HP:0000919","Rachitic rosary"
"HP:0000900","HP:0000772","Thickened ribs"
"HP:0000902","HP:0000772","Rib fusion"
"HP:0000904","HP:0000772","Flaring of rib cage"
"HP:0000905","HP:0000889","Progressive clavicular acroosteolysis"
"HP:0000905","HP:0002797","Progressive clavicular acroosteolysis"
"HP:0000907","HP:0000887","Anterior rib cupping"
"HP:0000910","HP:0000919","Wide-cupped costochondral junctions"
"HP:0000911","HP:0011912","Flat glenoid fossa"
"HP:0000912","HP:0000782","Sprengel anomaly"
"HP:0000913","HP:0000902","Posterior rib fusion"
"HP:0000914","HP:0100625","Shield chest"
"HP:0000915","HP:0000767","Pectus excavatum of inferior sternum"
"HP:0000916","HP:0000889","Broad clavicles"
"HP:0000917","HP:0000768","Superior pectus carinatum"
"HP:0000918","HP:0000782","Scapular exostoses"
"HP:0000918","HP:0100777","Scapular exostoses"
"HP:0000919","HP:0000772","Abnormality of the costochondral junction"
"HP:0000920","HP:0000919","Enlargement of the costochondral junction"
"HP:0000921","HP:0006712","Missing ribs"
"HP:0000922","HP:0000887","Posterior rib cupping"
"HP:0000923","HP:0000772","Beaded ribs"
"HP:0000924","HP:0000118","Abnormality of the skeletal system"
"HP:0000925","HP:0009121","Abnormality of the vertebral column"
"HP:0000926","HP:0003312","Platyspondyly"
"HP:0000927","HP:0011843","Abnormality of skeletal maturation"
"HP:0000929","HP:0000234","Abnormal skull morphology"
"HP:0000929","HP:0009121","Abnormal skull morphology"
"HP:0000930","HP:0002693","Elevated imprint of the transverse sinuses"
"HP:0000931","HP:0000932","Thinning and bulging of the posterior fossa bones"
"HP:0000932","HP:0002693","Abnormality of the posterior cranial fossa"
"HP:0000933","HP:0007109","Posterior fossa cyst at the fourth ventricle"
"HP:0000933","HP:0007291","Posterior fossa cyst at the fourth ventricle"
"HP:0000934","HP:0001367","Chondrocalcinosis"
"HP:0000934","HP:0010766","Chondrocalcinosis"
"HP:0000934","HP:0100685","Chondrocalcinosis"
"HP:0000935","HP:0011314","Thickened cortex of long bones"
"HP:0000935","HP:0100039","Thickened cortex of long bones"
"HP:0000938","HP:0004349","Osteopenia"
"HP:0000939","HP:0004349","Osteoporosis"
"HP:0000940","HP:0011314","Abnormal diaphysis morphology"
"HP:0000941","HP:0000940","Short diaphyses"
"HP:0000943","HP:0011842","Dysostosis multiplex"
"HP:0000944","HP:0002813","Abnormality of the metaphysis"
